Date,Close-Last,Volume,Open,High,Low,,,
12-06-2018,89.89 ,1715842,89.61 ,90.19 ,88.74 ,,,
12-04-2018,90.40 ,999176,92.59 ,92.96 ,90.10 ,,,
12-03-2018,92.65 ,900657,92.37 ,93.14 ,91.96 ,,,
11-30-2018,91.32 ,930381,90.33 ,91.62 ,90.04 ,,,
11-29-2018,90.39 ,740688,89.80 ,91.38 ,89.11 ,,,
11-28-2018,89.93 ,1198184,89.89 ,90.21 ,88.66 ,,,
11-27-2018,89.46 ,1040935,89.15 ,89.88 ,88.85 ,,,
11-26-2018,89.43 ,1211417,88.60 ,89.65 ,88.52 ,,,
11-23-2018,87.86 ,652672,87.00 ,88.15 ,86.32 ,,,
11-21-2018,87.26 ,1222686,88.09 ,88.09 ,86.99 ,,,
11-20-2018,87.43 ,1186830,88.25 ,88.25 ,86.33 ,,,
11-19-2018,88.99 ,1012456,88.67 ,89.32 ,88.43 ,,,
11-16-2018,88.74 ,998382,87.72 ,89.00 ,87.20 ,,,
11-15-2018,88.08 ,957960,85.91 ,88.19 ,85.22 ,,,
11-14-2018,85.89 ,1479122,89.14 ,89.72 ,85.64 ,,,
11-13-2018,88.65 ,1055822,88.71 ,89.35 ,88.13 ,,,
11-12-2018,88.60 ,767803,90.38 ,90.55 ,88.32 ,,,
11-09-2018,90.40 ,699096,90.94 ,91.31 ,89.60 ,,,
11-08-2018,91.34 ,670632,90.01 ,91.45 ,90.01 ,,,
11-07-2018,90.76 ,1037883,90.16 ,90.96 ,89.69 ,,,
11-06-2018,89.61 ,829253,88.48 ,89.73 ,88.47 ,,,
11-05-2018,88.76 ,817570,87.14 ,88.83 ,87.08 ,,,
11-02-2018,87.00 ,738810,87.40 ,87.87 ,86.14 ,,,
11-01-2018,87.00 ,1087773,86.57 ,87.48 ,85.94 ,,,
10-31-2018,86.71 ,1160040,86.44 ,87.13 ,86.13 ,,,
10-30-2018,85.83 ,1180541,84.47 ,85.94 ,83.68 ,,,
10-29-2018,84.08 ,1393173,84.37 ,85.07 ,83.10 ,,,
10-26-2018,83.51 ,1429449,83.00 ,84.15 ,82.13 ,,,
10-25-2018,83.59 ,1788006,81.75 ,84.03 ,81.08 ,,,
10-24-2018,81.49 ,2334681,81.21 ,82.86 ,79.99 ,,,
10-23-2018,81.65 ,1851270,79.47 ,81.85 ,79.47 ,,,
10-22-2018,81.01 ,952355,81.07 ,81.71 ,80.84 ,,,
10-19-2018,80.72 ,666063,80.15 ,81.20 ,79.81 ,,,
10-18-2018,79.96 ,829023,80.63 ,81.52 ,79.80 ,,,
10-17-2018,80.63 ,2256206,81.16 ,81.36 ,79.31 ,,,
10-16-2018,81.93 ,808249,80.71 ,82.27 ,80.39 ,,,
10-15-2018,80.01 ,1045446,79.91 ,80.68 ,79.79 ,,,
10-12-2018,80.02 ,1206422,82.88 ,82.88 ,79.09 ,,,
10-11-2018,79.65 ,2048813,81.59 ,82.29 ,78.97 ,,,
10-10-2018,81.97 ,929002,84.24 ,84.66 ,81.86 ,,,
10-09-2018,84.45 ,658434,84.70 ,84.99 ,83.41 ,,,
10-08-2018,84.94 ,599342,85.43 ,85.55 ,84.13 ,,,
10-05-2018,85.53 ,601965,86.03 ,86.46 ,85.18 ,,,
10-04-2018,85.83 ,932879,85.67 ,86.90 ,85.40 ,,,
10-03-2018,85.76 ,903921,86.43 ,86.48 ,85.31 ,,,
10-02-2018,85.92 ,1207684,87.06 ,87.13 ,85.44 ,,,
10-01-2018,87.13 ,1008918,86.41 ,87.36 ,85.88 ,,,
09-28-2018,85.80 ,998791,86.22 ,86.58 ,85.73 ,,,
09-27-2018,86.45 ,1114091,86.21 ,86.78 ,86.07 ,,,
09-26-2018,85.92 ,1379096,87.55 ,88.09 ,85.84 ,,,
09-25-2018,87.68 ,1284913,90.01 ,90.08 ,87.64 ,,,
09-24-2018,89.89 ,715255,90.30 ,90.34 ,89.74 ,,,
09-21-2018,90.55 ,1322173,90.12 ,90.76 ,89.67 ,,,
09-20-2018,89.85 ,873744,90.34 ,90.81 ,89.33 ,,,
09-19-2018,89.97 ,859509,89.68 ,90.30 ,88.93 ,,,
09-18-2018,90.09 ,834936,89.13 ,90.13 ,89.13 ,,,
09-17-2018,89.12 ,1029123,90.75 ,90.75 ,88.99 ,,,
09-14-2018,90.73 ,502342,91.53 ,91.93 ,90.66 ,,,
09-13-2018,91.85 ,653769,91.76 ,91.96 ,90.90 ,,,
09-12-2018,91.52 ,824812,93.82 ,94.14 ,91.34 ,,,
09-11-2018,93.76 ,480764,93.14 ,94.16 ,92.80 ,,,
09-10-2018,93.40 ,469728,93.36 ,94.10 ,93.19 ,,,
09-07-2018,93.15 ,556035,93.07 ,93.70 ,92.80 ,,,
09-06-2018,93.08 ,751718,94.42 ,94.98 ,92.97 ,,,
09-05-2018,94.50 ,941778,96.58 ,96.84 ,94.25 ,,,
09-04-2018,96.74 ,890917,95.51 ,96.76 ,95.47 ,,,
08-31-2018,95.44 ,803981,94.42 ,95.56 ,93.99 ,,,
08-30-2018,94.50 ,460464,94.71 ,94.81 ,94.29 ,,,
08-29-2018,94.85 ,504959,95.06 ,95.39 ,94.53 ,,,
08-28-2018,95.10 ,507929,95.17 ,95.93 ,94.99 ,,,
08-27-2018,95.02 ,668180,94.83 ,95.77 ,94.83 ,,,
08-24-2018,94.73 ,698174,93.35 ,94.96 ,93.24 ,,,
08-23-2018,93.31 ,438737,92.84 ,93.56 ,92.84 ,,,
08-22-2018,92.86 ,459622,92.22 ,92.99 ,91.91 ,,,
08-21-2018,92.53 ,631355,93.19 ,93.36 ,92.42 ,,,
08-20-2018,93.16 ,412647,92.90 ,93.36 ,92.80 ,,,
08-17-2018,93.04 ,526393,92.69 ,93.12 ,92.22 ,,,
08-16-2018,92.69 ,411134,92.99 ,93.20 ,92.20 ,,,
08-15-2018,92.10 ,582872,92.07 ,93.06 ,91.82 ,,,
08-14-2018,92.56 ,603110,92.22 ,92.73 ,92.18 ,,,
08-13-2018,92.00 ,472922,92.24 ,93.35 ,91.50 ,,,
08-10-2018,92.12 ,444464,92.21 ,93.59 ,91.64 ,,,
08-09-2018,92.82 ,418961,93.00 ,93.62 ,92.64 ,,,
08-08-2018,92.96 ,499145,93.47 ,93.62 ,92.81 ,,,
08-07-2018,93.35 ,745418,92.33 ,93.57 ,92.18 ,,,
08-06-2018,91.94 ,478435,91.40 ,92.01 ,91.31 ,,,
08-03-2018,91.49 ,586321,91.75 ,91.97 ,90.93 ,,,
08-02-2018,91.75 ,736808,90.90 ,92.18 ,90.58 ,,,
08-01-2018,91.39 ,848968,91.61 ,92.93 ,91.36 ,,,
07-31-2018,91.40 ,1315872,93.07 ,93.54 ,90.57 ,,,
07-30-2018,92.51 ,1272510,95.76 ,95.82 ,92.33 ,,,
07-27-2018,95.68 ,1246831,94.34 ,95.89 ,94.34 ,,,
07-26-2018,94.06 ,911075,94.07 ,94.61 ,93.87 ,,,
07-25-2018,94.11 ,1204747,94.00 ,94.29 ,92.31 ,,,
07-24-2018,95.23 ,1213668,95.66 ,95.66 ,95.05 ,,,
07-23-2018,95.51 ,750845,94.80 ,95.55 ,94.75 ,,,
07-20-2018,95.00 ,484881,94.73 ,95.08 ,94.30 ,,,
07-19-2018,95.00 ,564138,95.14 ,95.88 ,94.90 ,,,
07-18-2018,95.59 ,524919,94.52 ,95.65 ,94.40 ,,,
07-17-2018,94.45 ,604858,93.55 ,94.50 ,93.32 ,,,
07-16-2018,93.89 ,492169,93.16 ,94.41 ,93.16 ,,,
07-13-2018,93.11 ,606666,93.23 ,93.52 ,92.67 ,,,
07-12-2018,93.37 ,1184369,91.94 ,93.57 ,91.83 ,,,
07-11-2018,91.38 ,731170,90.31 ,91.57 ,90.31 ,,,
07-10-2018,90.76 ,800619,90.78 ,91.44 ,90.63 ,,,
07-09-2018,91.18 ,733706,90.40 ,91.53 ,90.40 ,,,
07-06-2018,90.11 ,791665,90.36 ,90.71 ,89.70 ,,,
07-05-2018,90.33 ,616626,90.32 ,90.88 ,89.76 ,,,
07-03-2018,90.14 ,505302,92.92 ,92.92 ,89.99 ,,,
07-02-2018,91.67 ,496386,91.29 ,92.47 ,90.80 ,,,
06-29-2018,91.27 ,868684,91.84 ,92.57 ,91.24 ,,,
06-28-2018,91.55 ,831284,91.09 ,91.85 ,90.66 ,,,
06-27-2018,91.12 ,925877,91.90 ,92.69 ,91.05 ,,,
06-26-2018,91.65 ,840537,91.71 ,92.29 ,91.24 ,,,
06-25-2018,91.87 ,1220382,93.14 ,93.63 ,91.10 ,,,
06-22-2018,93.60 ,1357135,94.37 ,94.51 ,93.17 ,,,
06-21-2018,94.13 ,1055717,94.11 ,94.68 ,93.17 ,,,
06-20-2018,93.89 ,1058612,94.31 ,94.67 ,93.82 ,,,
06-19-2018,93.99 ,874371,93.67 ,94.07 ,93.21 ,,,
06-18-2018,94.21 ,752581,94.40 ,94.86 ,94.12 ,,,
06-15-2018,94.92 ,853877,94.57 ,95.10 ,94.01 ,,,
06-14-2018,94.77 ,493811,95.39 ,95.79 ,94.65 ,,,
06-13-2018,95.31 ,688207,95.40 ,96.19 ,95.20 ,,,
06-12-2018,95.32 ,646498,95.37 ,95.60 ,94.74 ,,,
06-11-2018,95.11 ,514413,95.28 ,95.59 ,95.03 ,,,
06-08-2018,95.13 ,904713,95.26 ,95.39 ,92.77 ,,,
06-07-2018,95.23 ,1271955,94.74 ,95.71 ,94.71 ,,,
06-06-2018,94.87 ,1154034,93.49 ,94.92 ,93.34 ,,,
06-05-2018,93.30 ,960997,93.21 ,93.69 ,92.82 ,,,
06-04-2018,93.11 ,1577134,92.50 ,93.41 ,92.33 ,,,
06-01-2018,92.09 ,1598551,92.64 ,93.02 ,91.85 ,,,
05-31-2018,91.86 ,1274730,93.29 ,93.98 ,91.65 ,,,
05-30-2018,93.44 ,1407929,92.87 ,94.33 ,92.77 ,,,
05-29-2018,92.20 ,902534,92.23 ,92.88 ,91.61 ,,,
05-25-2018,92.78 ,889153,92.42 ,92.90 ,92.07 ,,,
05-24-2018,92.61 ,1390244,91.77 ,92.72 ,91.08 ,,,
05-23-2018,91.89 ,661631,91.06 ,91.93 ,90.75 ,,,
05-22-2018,91.51 ,978950,91.22 ,91.94 ,90.50 ,,,
05-21-2018,91.21 ,475639,90.32 ,91.36 ,90.32 ,,,
05-18-2018,90.07 ,994341,90.40 ,90.61 ,90.02 ,,,
05-17-2018,90.57 ,509624,89.97 ,90.71 ,89.69 ,,,
05-16-2018,90.24 ,683529,89.95 ,90.71 ,89.38 ,,,
05-15-2018,89.95 ,805704,90.06 ,90.97 ,89.75 ,,,
05-14-2018,90.40 ,719745,90.80 ,91.21 ,90.04 ,,,
05-11-2018,90.54 ,598807,90.37 ,90.89 ,90.16 ,,,
05-10-2018,90.37 ,715429,90.11 ,90.96 ,89.79 ,,,
05-09-2018,90.09 ,640012,88.51 ,90.33 ,88.04 ,,,
05-08-2018,88.36 ,882497,88.72 ,89.11 ,88.24 ,,,
05-07-2018,88.66 ,1016658,87.72 ,88.98 ,87.60 ,,,
05-04-2018,87.70 ,1009504,85.77 ,88.13 ,85.58 ,,,
05-03-2018,86.01 ,1745697,87.65 ,88.18 ,84.96 ,,,
05-02-2018,87.91 ,1319420,88.51 ,89.30 ,87.50 ,,,
05-01-2018,89.01 ,687707,88.01 ,89.06 ,87.96 ,,,
04-30-2018,88.32 ,855851,88.90 ,89.76 ,88.32 ,,,
04-27-2018,88.80 ,1017644,88.32 ,88.95 ,87.75 ,,,
04-26-2018,88.16 ,1368556,88.35 ,88.68 ,87.42 ,,,
04-25-2018,87.79 ,1071456,86.32 ,87.97 ,85.87 ,,,
04-24-2018,86.25 ,1758773,87.32 ,87.66 ,85.85 ,,,
04-23-2018,86.95 ,758939,87.42 ,87.59 ,86.39 ,,,
04-20-2018,87.42 ,1024645,87.00 ,87.66 ,86.75 ,,,
04-19-2018,86.94 ,670160,85.94 ,87.23 ,85.73 ,,,
04-18-2018,85.65 ,853256,86.35 ,86.35 ,85.60 ,,,
04-17-2018,85.90 ,1326529,86.48 ,86.84 ,85.77 ,,,
04-16-2018,85.98 ,773812,86.50 ,86.98 ,85.81 ,,,
04-13-2018,85.93 ,566394,86.82 ,86.93 ,85.69 ,,,
04-12-2018,86.62 ,828563,85.56 ,87.03 ,85.56 ,,,
04-11-2018,85.75 ,762716,85.33 ,86.22 ,85.16 ,,,
04-10-2018,85.95 ,795013,86.14 ,86.41 ,85.03 ,,,
04-09-2018,85.29 ,599385,85.46 ,86.66 ,84.96 ,,,
04-06-2018,85.20 ,919033,85.90 ,86.19 ,84.49 ,,,
04-05-2018,86.31 ,1041184,86.50 ,86.94 ,86.01 ,,,
04-04-2018,86.22 ,1030817,85.41 ,86.40 ,85.14 ,,,
04-03-2018,86.65 ,1639013,85.58 ,86.71 ,85.10 ,,,
04-02-2018,85.53 ,1623440,86.22 ,86.41 ,84.46 ,,,
03-29-2018,86.22 ,1435808,84.37 ,86.61 ,84.02 ,,,
03-28-2018,83.49 ,1489345,81.94 ,84.73 ,81.94 ,,,
03-27-2018,81.92 ,1379840,83.71 ,84.46 ,81.39 ,,,
03-26-2018,83.50 ,820044,81.94 ,83.71 ,81.77 ,,,
03-23-2018,80.72 ,651019,82.21 ,82.65 ,80.62 ,,,
03-22-2018,82.02 ,680794,83.61 ,84.13 ,81.92 ,,,
03-21-2018,84.21 ,544465,84.12 ,84.89 ,83.99 ,,,
03-20-2018,84.15 ,908760,84.01 ,84.74 ,83.73 ,,,
03-19-2018,83.62 ,490083,83.92 ,84.20 ,82.86 ,,,
03-16-2018,83.97 ,884869,84.19 ,84.49 ,83.56 ,,,
03-15-2018,84.08 ,658238,84.36 ,84.36 ,83.54 ,,,
03-14-2018,84.37 ,548614,85.60 ,85.64 ,84.10 ,,,
03-13-2018,85.25 ,478748,86.47 ,86.47 ,85.02 ,,,
03-12-2018,85.89 ,829247,86.72 ,87.00 ,85.18 ,,,
03-09-2018,86.53 ,680542,85.41 ,86.67 ,85.09 ,,,
03-08-2018,84.86 ,631342,84.22 ,85.01 ,83.64 ,,,
03-07-2018,83.95 ,555025,83.05 ,84.11 ,83.03 ,,,
03-06-2018,83.91 ,1209708,82.57 ,84.47 ,82.04 ,,,
03-05-2018,81.77 ,528173,80.19 ,81.94 ,79.99 ,,,
03-02-2018,80.59 ,461168,79.28 ,80.78 ,79.05 ,,,
03-01-2018,79.60 ,657376,81.00 ,81.00 ,79.22 ,,,
02-28-2018,80.75 ,695160,82.13 ,82.71 ,80.74 ,,,
02-27-2018,81.69 ,1047744,81.74 ,82.54 ,81.23 ,,,
02-26-2018,81.66 ,1130688,81.08 ,81.72 ,80.66 ,,,
02-23-2018,80.48 ,1437628,78.66 ,80.50 ,78.52 ,,,
02-22-2018,78.20 ,487798,79.32 ,79.66 ,77.96 ,,,
02-21-2018,79.12 ,872676,79.06 ,80.66 ,78.84 ,,,
02-20-2018,78.80 ,1154061,78.85 ,80.44 ,78.55 ,,,
02-16-2018,79.02 ,1073955,79.92 ,80.30 ,78.86 ,,,
02-15-2018,80.38 ,852486,80.44 ,80.68 ,78.60 ,,,
02-14-2018,79.76 ,1245868,78.20 ,79.86 ,77.90 ,,,
02-13-2018,78.50 ,742644,77.38 ,78.66 ,77.06 ,,,
02-12-2018,77.56 ,1133618,77.05 ,78.14 ,77.04 ,,,
02-09-2018,76.11 ,1647379,75.22 ,76.66 ,73.83 ,,,
02-08-2018,75.21 ,1629638,77.17 ,77.93 ,74.80 ,,,
02-07-2018,77.27 ,1445016,77.52 ,78.65 ,77.24 ,,,
02-06-2018,77.72 ,2873978,74.91 ,78.01 ,72.98 ,,,
02-05-2018,77.47 ,2086953,79.59 ,80.98 ,77.20 ,,,
02-02-2018,80.34 ,1496022,81.04 ,81.80 ,80.28 ,,,
02-01-2018,81.37 ,1165154,80.31 ,82.16 ,80.15 ,,,
01-31-2018,80.91 ,1741678,82.05 ,83.29 ,80.53 ,,,
01-30-2018,81.85 ,1429295,81.49 ,82.22 ,81.37 ,,,
01-29-2018,81.65 ,1568323,81.36 ,82.34 ,81.26 ,,,
01-26-2018,81.36 ,446925,81.40 ,81.40 ,80.77 ,,,
01-25-2018,81.18 ,661013,81.28 ,81.85 ,80.85 ,,,
01-24-2018,81.17 ,715856,80.52 ,81.32 ,79.93 ,,,
01-23-2018,80.21 ,477113,80.69 ,80.85 ,79.79 ,,,
01-22-2018,80.63 ,813319,80.40 ,80.66 ,80.11 ,,,
01-19-2018,80.07 ,671309,79.96 ,80.34 ,79.83 ,,,
01-18-2018,79.83 ,1722601,80.20 ,80.24 ,78.90 ,,,
01-17-2018,80.46 ,681022,80.83 ,80.83 ,80.32 ,,,
01-16-2018,80.42 ,709877,81.88 ,82.15 ,80.23 ,,,
01-12-2018,81.43 ,924111,80.71 ,81.55 ,80.26 ,,,
01-11-2018,80.46 ,726584,81.30 ,81.30 ,79.96 ,,,
01-10-2018,81.23 ,929548,80.40 ,81.38 ,80.14 ,,,
01-09-2018,80.17 ,571920,80.15 ,80.75 ,80.09 ,,,
01-08-2018,79.96 ,848238,79.26 ,80.53 ,79.20 ,,,
01-05-2018,79.21 ,933470,79.01 ,79.55 ,78.70 ,,,
01-04-2018,78.69 ,980978,77.64 ,78.96 ,77.54 ,,,
01-03-2018,77.66 ,1013675,76.64 ,77.87 ,76.58 ,,,
01-02-2018,76.74 ,1120667,77.15 ,77.32 ,76.48 ,,,
12-29-2017,76.83 ,923380,76.80 ,77.17 ,76.60 ,,,
12-28-2017,76.67 ,400997,76.35 ,76.74 ,76.30 ,,,
12-27-2017,76.34 ,662766,76.18 ,76.83 ,76.03 ,,,
12-26-2017,76.13 ,520790,76.25 ,76.25 ,75.84 ,,,
12-22-2017,76.09 ,780101,75.61 ,76.13 ,75.35 ,,,
12-21-2017,75.40 ,784787,75.29 ,75.71 ,75.13 ,,,
12-20-2017,75.05 ,861910,76.38 ,76.72 ,74.95 ,,,
12-19-2017,76.11 ,1021765,77.07 ,77.32 ,76.01 ,,,
12-18-2017,76.97 ,772113,77.85 ,77.90 ,76.85 ,,,
12-15-2017,77.51 ,1306538,77.94 ,78.11 ,77.32 ,,,
12-14-2017,77.47 ,567165,78.10 ,78.49 ,77.36 ,,,
12-13-2017,78.21 ,695325,79.26 ,79.50 ,78.13 ,,,
12-12-2017,79.27 ,703378,79.21 ,79.63 ,78.84 ,,,
12-11-2017,79.22 ,907670,79.20 ,80.14 ,78.99 ,,,
12-08-2017,78.78 ,667188,77.94 ,78.81 ,77.48 ,,,
12-07-2017,77.79 ,1103887,78.38 ,78.54 ,76.76 ,,,
12-06-2017,78.32 ,686035,78.74 ,79.17 ,78.13 ,,,
12-05-2017,78.51 ,841984,78.90 ,79.14 ,78.21 ,,,
12-04-2017,78.93 ,1146562,80.00 ,80.00 ,78.69 ,,,
12-01-2017,79.26 ,728818,79.46 ,79.72 ,78.75 ,,,
11-30-2017,79.16 ,1092933,78.98 ,79.85 ,78.70 ,,,
11-29-2017,78.56 ,1347500,78.55 ,79.68 ,78.31 ,,,
11-28-2017,78.34 ,979510,77.45 ,78.42 ,77.09 ,,,
11-27-2017,77.23 ,405621,77.48 ,77.74 ,77.08 ,,,
11-24-2017,77.25 ,236584,77.30 ,77.43 ,77.08 ,,,
11-22-2017,77.17 ,746625,77.37 ,77.37 ,76.97 ,,,
11-21-2017,77.24 ,767220,77.13 ,77.37 ,76.93 ,,,
11-20-2017,76.89 ,1047981,75.95 ,77.15 ,75.95 ,,,
11-17-2017,75.95 ,1044407,76.00 ,76.18 ,75.76 ,,,
11-16-2017,75.97 ,884164,76.00 ,76.24 ,75.79 ,,,
11-15-2017,75.93 ,1292277,75.93 ,76.44 ,75.65 ,,,
11-14-2017,75.97 ,1073809,75.31 ,76.01 ,75.03 ,,,
11-13-2017,75.41 ,1349540,73.64 ,75.89 ,73.32 ,,,
11-10-2017,73.57 ,1196044,73.45 ,73.76 ,72.95 ,,,
11-09-2017,73.73 ,1001399,72.56 ,73.79 ,72.15 ,,,
11-08-2017,72.74 ,633580,72.12 ,72.91 ,71.95 ,,,
11-07-2017,72.02 ,1211322,71.80 ,72.77 ,71.65 ,,,
11-06-2017,71.97 ,627327,72.22 ,72.46 ,71.83 ,,,
11-03-2017,72.40 ,686543,73.09 ,73.14 ,72.33 ,,,
11-02-2017,73.17 ,1064648,72.34 ,73.43 ,72.07 ,,,
11-01-2017,72.41 ,725117,73.02 ,73.02 ,72.36 ,,,
10-31-2017,72.65 ,1027135,72.40 ,72.84 ,71.95 ,,,
10-30-2017,72.40 ,1894939,72.29 ,73.13 ,72.06 ,,,
10-27-2017,72.34 ,1321358,72.66 ,72.66 ,71.77 ,,,
10-26-2017,72.29 ,1464437,72.61 ,72.87 ,72.01 ,,,
10-25-2017,72.44 ,1951051,72.71 ,73.62 ,72.35 ,,,
10-24-2017,73.45 ,1323288,73.75 ,73.94 ,73.24 ,,,
10-23-2017,73.49 ,1300540,72.88 ,73.58 ,72.63 ,,,
10-20-2017,72.92 ,1934448,73.02 ,73.47 ,72.20 ,,,
10-19-2017,72.94 ,1992806,73.93 ,74.04 ,72.41 ,,,
10-18-2017,74.60 ,1691949,74.68 ,74.92 ,74.20 ,,,
10-17-2017,74.71 ,979752,74.19 ,74.91 ,73.98 ,,,
10-16-2017,74.11 ,910306,74.34 ,74.50 ,73.75 ,,,
10-13-2017,74.34 ,1148782,74.80 ,74.95 ,74.10 ,,,
10-12-2017,74.91 ,1308733,75.71 ,75.75 ,74.72 ,,,
10-11-2017,75.63 ,1326391,74.66 ,75.69 ,74.38 ,,,
10-10-2017,74.56 ,1245262,74.34 ,74.79 ,73.64 ,,,
10-09-2017,74.50 ,2026358,73.50 ,75.30 ,73.43 ,,,
10-06-2017,73.90 ,2586214,77.73 ,77.85 ,73.71 ,,,
10-05-2017,77.65 ,708325,77.73 ,78.07 ,77.42 ,,,
10-04-2017,77.57 ,678632,77.54 ,77.65 ,77.11 ,,,
10-03-2017,77.75 ,856933,77.62 ,78.00 ,77.15 ,,,
10-02-2017,77.79 ,693255,77.67 ,77.82 ,77.15 ,,,
09-29-2017,77.57 ,571404,77.57 ,77.83 ,77.01 ,,,
09-28-2017,77.63 ,700083,77.10 ,78.31 ,76.98 ,,,
09-27-2017,77.13 ,577291,76.86 ,77.46 ,76.70 ,,,
09-26-2017,76.37 ,517419,77.47 ,77.50 ,76.33 ,,,
09-25-2017,77.12 ,886310,76.43 ,77.15 ,75.90 ,,,
09-22-2017,76.42 ,471519,76.08 ,76.67 ,75.91 ,,,
09-21-2017,76.10 ,846265,76.83 ,76.83 ,75.38 ,,,
09-20-2017,76.74 ,1074551,75.89 ,76.89 ,75.66 ,,,
09-19-2017,76.32 ,879382,75.28 ,76.44 ,75.27 ,,,
09-18-2017,75.09 ,973816,74.81 ,75.28 ,74.61 ,,,
09-15-2017,74.75 ,1417068,74.73 ,75.20 ,74.41 ,,,
09-14-2017,74.70 ,1198266,74.34 ,74.74 ,74.30 ,,,
09-13-2017,74.74 ,645010,74.91 ,75.09 ,74.50 ,,,
09-12-2017,75.03 ,536376,73.90 ,75.04 ,73.77 ,,,
09-11-2017,74.17 ,1443236,74.64 ,75.16 ,74.06 ,,,
09-08-2017,74.35 ,843504,73.75 ,74.75 ,73.75 ,,,
09-07-2017,73.72 ,1097959,74.22 ,74.35 ,73.35 ,,,
09-06-2017,74.19 ,769996,74.64 ,75.08 ,74.15 ,,,
09-05-2017,74.38 ,1142468,75.37 ,75.37 ,73.70 ,,,
09-01-2017,75.37 ,550552,75.48 ,75.69 ,75.19 ,,,
08-31-2017,75.38 ,587548,75.17 ,75.76 ,75.17 ,,,
08-30-2017,75.08 ,585789,75.15 ,75.53 ,75.05 ,,,
08-29-2017,75.21 ,766268,75.13 ,75.38 ,74.87 ,,,
08-28-2017,75.63 ,546231,76.00 ,76.15 ,75.38 ,,,
08-25-2017,75.75 ,560380,75.25 ,76.15 ,75.25 ,,,
08-24-2017,74.94 ,854646,75.90 ,75.90 ,74.91 ,,,
08-23-2017,75.69 ,690247,76.13 ,76.13 ,75.61 ,,,
08-22-2017,76.44 ,693772,75.58 ,76.67 ,75.42 ,,,
08-21-2017,75.29 ,920727,74.90 ,75.44 ,74.67 ,,,
08-18-2017,74.91 ,1539391,76.13 ,76.20 ,74.62 ,,,
08-17-2017,76.28 ,551857,77.05 ,77.44 ,76.19 ,,,
08-16-2017,77.12 ,601729,77.30 ,77.75 ,77.03 ,,,
08-15-2017,77.00 ,782613,77.09 ,77.20 ,76.83 ,,,
08-14-2017,76.80 ,706463,75.96 ,76.91 ,75.94 ,,,
